userName,score,content
CS.INDODAX BANTUAN,5,"INF0 CS.INDODAX BANTUAN.O.8.I.3.2.O.6.6.6.S.S Jika ad indikasi Penipuan Dll, Terkait lND0DAX. segera Laporkan ke nomor layanan pusat untuk meminta pemblokiran rek pen!pu dan pembekuan sementara."
Dede Jaya Setiadi Setiadi,4,mantap
Cak Suryadi,5,tempat belanja on line yg baik
Emilia Retno Pamungkas,5,jos
Arifin Alfatih,5,Gak mengecewakan
Rasdi Bae,1,Makin kesini shoope makin JELEK. makin kesini makin besar potongan untuk seller. capai 21%
Yati Rohayati,5,"Terima kasih buat shopee, seller dan kurir nya."
Adin Monoarfa,5,senangg
Naula Zelfa12,2,"bagus banget sih. Tapi iklannya ngejak ribut, jari ga ngapa ngapain kok tiba2 masuk ke shopee. RISIH NJIR"
Levira Levira,3,"tiap buka aplikasi nyangkut mulu di live& video,udh klik ke berada juga suara videonya nyala teroosss,jd tiap buka kesel juga males."
kiki widiyanti,5,muantab
Teguh Games87,1,"Shopee makin parah jasa pengirimanX mentang2 orderan dibawah 20rb ndak mau diantar dengan alasan di""pembeli menjadwalkan ulang waktu pengiriman""padahal pihak kurir tdak pernah menghubungi pembeli sekalipun tentang alamat pembeli tau2 barang dikembalikan gara2 pembeli tidak merespon"
Marcel Aditya,1,"kalo ngga prioritas mesti kena double order, payah"
Alif Ernita,5,sangat puas
Akbar Coyo,5,pastikan terbaik untuk pelanggan
Exodus,1,"Dulu shopee memberikan akses/fitur kepada pembeli untuk bisa melakukan blokir kepada penjual dan sekarang pihak shopee sebagai pembeli tidak ada lagi fitur blokir untuk penjual,Dan seharusnya pihak shopee membuat semua adil dan seimbang dari pihak pembeli akses fitur blokir dihilangkan dan seharusnya dari pihak penjual juga dihilangkan akses fitur blokir,Karena dari pihak penjual di shopee bisa sesuka hati melakukan blokir secara sepihak kepada pembeli dengan seenaknya,Tidak ADIL pihak shopee!!!"
Jubaidah Aja,5,saya suka aplikasinya
Cuma manusia Biasa,5,ok matap
Indra Gunawan,3,Bintang 1 aja sih cocoknya ini aps
Dira Dedek,5,trimakasih aplikasinya
Rino camp java official,5,membantu berbelanja
vikki channel 84,5,mempermudah proses pembayaran
eghi Miraldiiy,5,apk sangat membantu dan mudah digunakan sukses dan jaya untuk shopee..
Nanda Jaya,5,mantap
kurniawan wawan_wn,4,min tolong tambahkan bank CIMB niaga dong untuk metode pembayaran
Mas Huri,5,"aplikasi belanja shopee sangat membantu sekali,, Jangan ragu beli di sini, mudah, hemat ,cepat. Sukses terus buat shopee."
NiCe Pictures,1,"Shopee tolong fairplay, kenapa giliran seller curang rate ku disembunyikan. Harusnya ditelaah /dipelajari dulu siapa yg curang? Atau siapa yg salah ❌. Jangan langsung main sembunyikan rate dong."
Muhammad Dong,5,banyak pro d
Muzairin Jhon,5,terimakasih saldonya bisa ditarik benar
Muhamad Riziq,5,memuaskan
Fatma Miolo,5,"wajib donload sih,keren bmgt apk nya,cara pembayaran nya gampang, kslo cod tinggal qris,mudah bngt pemesannya ga ribet,mudah di mengerti,selalu bikin puas,, mau cari apa aja pasti ad di shope,,shope emang keren😚"
Agus Ahmad Diraksa,1,aplikasi tolol
Ahyar Mustofa,2,pasti awal bulan banyak bag susah liat kokon komen Spil barang susah
Leo Kritianus,5,baguss sii
MASNANANG OPPO A16k,5,"terima kasih sopee belanja online jadi menyenangkan, semua ada di sini"
Putra Sulistyo anjay,5,"hai yang baca komen gw , baca aja bang gw gabut"
Sri Wulandari,5,"sangat membantu , mudah mengaksesnya gak ribet ..."
Andi Lisbandi,1,"SUNGGUH MENGECEWAKAN DAN SANGAT BURUK PELAYANAN CUSTOMER SERVICE KALIAN, KALIAN KAN PUNYA TEAM IT YG BAGUS DAN KALIAN PERUSHAAN BESAR, CUMA KARENA 150RIBU, KALIAN TIDAK BISA MENCARI CASE SEPERTI INI, BURUK DAN SANGAT BURUK, SUNGGUH MENGECEWAKAN, ZERO PELAYANAN"
Super Hazard,5,ok...👍
Lenny Novianti,5,bnyak brang yg d jual sangat membantu
angelina,1,"tolong respon yg cepat, pembelian paket data sdh 24 jam gak masuk2, pending terus mau hub CS ribet bgt"
Ari Ragandhi,5,sangat membantu sekali
Robi Setiawan,5,mantap jiwa 👍👍👍
Salman Sal,5,sangat baguss
Andrabilalfirmansyah,3,kalo maslaha pemesanan bagus cuma tolong itu kalo mau bikin akun susah banget ribet jadi tolong di permudah itu saja🙏
Suliana SPd,5,"yang suka buat kecewa itu, suka salah ngasih info, katanya pesenan kita, setelah dicek dgn teliti ternyata punya orang lain,harus lebih teliti lagi ya dalam pengecekan nya"
Nolan Maranatha,5,"mantull,pelayanan kerenn"
Ito J,1,"Saya beli sepatu di bulan juli, tetapi yg di kirim baju, saya sudah kirim balik dan sesuai prosedur shopee, saya memenuhi syarat pengembalian barang, barang saya kirim balik sejak 17 juli 2025, tetapi sampai sekarang tgl 1 Sept 2025 saat saya buat tulisan ini saya belum mendapatkan pengembalian dana saya. Saya hubungi penjual katanya prosedur penjualan sudah sesuai, saya di suruh komplain lewat CS Shopee, tapi ya gitu yg jawab robot IA. cari2 email-nya Shopee tdk nemu, nilainya hampir 500rb"
Edwin Krisandi,1,merugikan seller dengan fitur pengembalian barang yang dipesan pembeli. Semoga segera ada solusi jalan keluar yang sama sama tidak merugikan. Terutama mengenai dibebankannya biaya kirim oleh penjual.
Galuh Aditama,5,bagus banget aplikasi ini
Ahmad Dasep,5,ok
Amsal Hidayat,5,sangat rekomendasi
SILAHUDIN SS,5,pesan mudah interaksi ke penjual gampang pilihan produk banyak pengembalian kelebihan bayar oke... bisa COD bisa juga Paylater bisa juga cicilan...he...
Agil Shirath Ahmad,1,"ribet,pake suruh verifikasi wajah. orang dulu pake ip jelas wajah kelihatan lebih jelas,ini pindah ke android udah beberapa kali nyoba tetep aja ga bisa. dongo apa ini apk"
mastiyah tiyah,1,knapa login ya kluar Mulu lelet .
buya yahya,5,mantap
Andri Ferdian,1,"selamat malam developer shopee,,,, barusan saya mengisi pulsa 5 ribu lewat aplikasi shopee,,,,,saldo shopeepay saya sudah berkurang 5 ribu tetapi pulsa 5 ribu saya tidak kunjung datang,,,, mohon penjelasannya developer shopee"
Agus Merdeka,5,top
Naya Fizi,5,terbaik
Nani Hartanti,5,kenapa potongan semakin besar Shopi kami tercekik dengan potongan administrasi.tolong kebijakanya lebih di fikirkan untuk kami UMKM. mohon responya
Halla Madrid,5,"shopee makin hebat pengiriman cepat, amanah barang""semua ada apa yg kita perlukan semua ada di shopee, Terima kasih shopee."
Tuti Bae,5,tinggal pencet ..barang datang beragam yg mau di beli mudah d cari
Zainal Arifin,5,sesuai dengan kebutuhan
Sinko Sin,5,good aplikasi shope
Yani Sudarmo,5,"Merasa terbantu belanja dishopee,nggak harus datang ketoko,kalau barang nggak sesuai pesanan bisa ngajuin pengembalian,cukup tunggu dirumah,barang sampai"
Raeni Minen,2,"sekarang aplikasi ini jelek bgt. tiap login pasti otomatis masuk ke tiktok live, bikin kaget. Dan lemotnya naudzubillah, padahal ruang penyimpanan masih banyak, sinyal ok. tolong di perbaiki lagi, jadi males belanja di sini.."
Neng Rosnani,5,shopee keren banget 👍
Yang Polynska,5,Hallo semua aku pelanggan setia Shoppe.Senang sekali dengan adanya shoppe belanja jadi lebih mudah dan harganya pun jauh lebih murah.tidak takut kena tipu2 karna jika barang tidak sesuai dapat dikembalikan dengan proses mudah dan cepat . sukses terus buat shoppe👍🏻❤️
rangga ginanjar,1,sering los koneksi buka langsung video
Tony Tjahjadi,4,"lumayan sekarang paket di shopee lebih di perhatikan kembali,buat kurir yg kirim bantu kabari buyer nya dong,biar tau paket ya Samapi jam berapa klo bisa via WA,jadi kami buyer/pemesan tau kapan paket ya terkirim jam berapa sampai nya"
Marfin,5,pengiriman dengan kondisi barang terbaik
Rofik Tamami,5,oke cocok
Ultami Rahayu,5,belanja di shopee sangat memuaskan.Terimakasih shopee
Awaluddin M saleh71,5,Bagus untuk di gunakan
Boy Farm96,5,"suka banget , cuma belum bisa pakai spaylater"
Ainun Nun,5,Deskripsikan pengalaman Anda(opsional)
Angeell 4d,1,kenapa tidak bisa buat cod
Rinata Fadhil,5,memudahkan untuk belanja ..dan berharap shoope tetep konsisten untuk melayani pelanggan
Revi Aquario,5,"Please... kalau buka aplikasi shopee pertama kali jangan langsung ke video, aplikasi jadinya lemot. Mau ke beranda aja berat 🙏🙏🙏 Ini aplikasi sudah saya update event 9.9 malah tidak bisa buka beranda"
Mohammad Nasrudin,5,👍
novel sakti,5,mantap
Suci Moo,5,bagus dan bermanfaat banget untuk kaum rebahan seperti saya
Rifki Arundaya,5,murah dan gratis ongkir
Yayuk Jumaati,5,Alhamdulillah semenjak ada shopee saya gk pernah belanja kemana mana selain ke shopee trima kasih banyak shopee smg semakin sukses & maju kedepannya 🤲🙏jujur sy gk pernah kecewa klo belanja di shopee ini malahan saya semakin senang karna harganya terjangkau dan murah lg 👍👍🤗🤗🤗
Shomat Almas,5,𝒔𝒉𝒐𝒑𝒆𝒆 𝒌𝒓𝒆𝒏 𝒃𝒏𝒈𝒕
Adi Firmansyah,5,sangat membantu
Blue Realme06,5,sangat menguntungkan
Kariman Yuka,5,apk terbaik sampai dengan saat ini
Ain Ayuyus,5,ketika saya complan barang shope menyelesaikannya dengan cepat tanpa ribet dan berbelit pokoknya shope yg terbaik saya akan terus memakainya.
roni rwa,5,"mantap lah,oke banget"
MarchoChristo Bulani,5,Bagus no pokonya 🤣
ADIT PRADIKA,1,bisa ga sih GX usah nampilin iklan
Susilawati,4,aplikasi nya sangat bagus
Hijrah Saputra,5,baru kali pertama...top markotop
Dodi Setiyawan,5,harapnya Shopie lebih maju dan lebih terbaik lagi
noval tri saputra,1,tiba tiba paylater sama spinjam menghilang dari line
Anjarimuet Saputra,5,ok
Bayu Viyata,5,Bagus lah
Gisa Putri Andriani,4,kenapa akun paylater di bekukan terus menerus padahal sudah lama sekali dan sudah di bayar lunas tolong di bantu 🙏 apa bisa di buka pembekuan nya atau saya yg harus mengganti akun yg baru lgi min 🙏
Haikal,5,Aplikasi sangat bagus tapi sering sering kasih diskon ya biar pelanggan lebih semangat untuk belanja
Sonik s,5,sangat bagus dan pengiriman nya cepat
RuRy Aprillita,5,oke bgt
Sellyanita zee,5,"Suka belanja karena gratis ongkir untuk pembelian yang sudah ditentukan, terlebih apa aja ada di shopee, pokoknya lengkap. Suka❤"
Elmij Johanna,5,"pengiriman aman & cepat, terima kasih"
dhanie qhitink11,5,sippppp lh
Zainal Abidin,5,shopee memang keren tolong banyakin promonya sama voucher juga
Alisgp 21,1,ini gimana katanya habis din perbarui malah video iklan menganggu dan gak bisa belanja. kecewaaaaaaaaa
Hery Gomblo,5,pokoknya rekomendasi lah
Andhis Thdhhs,5,baik
puspa. a. fy,1,"aplikasi engga beres, kalau engga ada niat buat pengembalian dana atau return, engga usah di ganti juga gapapa, toh saya bisa hapus akun dan hapus aplikasi nya, kayak engga ada aplikasi lain saja, ribet banget banyak alasan, bikin capek pengajuan saja, kayak urusan saya cuman ngurusin hal beginian saja. engga toko nya, engga ekspedisi nya, engga aplikasi nya, sama saja engga beres nya. ya semoga engga berkah deh duit receh saya buat kalian. aplikasi merugikan konsumen/pembeli."
Okiakbar Oki,5,Terimakasih shopee
Hermawan,5,terbaik
Bimo Prasetyo,5,tolong buat smooth sedikit aplikasi nya
Muhammad Azizi,1,"iklan aja terus di semua apk, mana tombolnya kecil bgt lagi.. nggak di tekan kadang langsung masuk aja ke apk shopee nih, ALAMAK NAJISNYAAA 😘"
Eka Putra,5,apk ini sagat bagus saya suka
Retno Cahyaningsih,5,"Pengalaman saya belanja di Shopee 👍👍👍💕 tp harus pandai2 dan teliti dalam berbelanja. Kadang iklan sm barang beda. contoh iklannya yg dijual sunco 2 ltr, tp yg muncul sunco 1 ltr."
Muhamad Isro,5,selama belanja di shopee...produk dan pengiriman ok...hanya perlu selektif saja dalam berbelanja...
dhofir 1922,5,ok
Putri Rahayu,5,menarik dan puas belanja di sini karena ongkir nya gk mahal
rudy st,5,senang belanja di shopee
Leon Ganteng,5,olo
Waka 0858,5,"sayah suka dengan adanyah aplikasi shopee blanja bisa dirumah cuma sayang vidio yg didahulukan yg bisa mengganggu kelancaran blnja coba tolong vidio,nyh dihilangkan"
Dzifiatur Ruchayana,5,"saya merasa sangat terbantu dg adanya merchant shop ini, bisa cari dan dapatkan apapun di sini,mantapp"
Semplo Edan,1,iklan lu kek jemb0t
Vannesha Audelia Sebayang,5,mantappppp
teguh subakti,5,Good aplikasi belanja online banyak promo dan barang lengkap apa saja yang dicari pasti ada Terima kasih
Sunardi Alexsander,5,sangat membantu
kolis kolis,5,memudahkan
Luki hadi Saputro,5,mantap
Mas Pur,1,ga ada alasan
Vivo Vivo,3,oke sangat membantu
riski Maulanahakim,5,bagusss
wiwin channel,5,bagus
Andri Gombong,5,banyak promo Dan free ongkir
adi setiyawan Adi setiyawan,5,Suka dengan aplikasi ini sangat membantu mempermudah pencariyan barang yang di sukai sukses selalu buat shopee
Alehandro Sobates,5,Mantap oke banget
Riski Deri,1,p.pe. aku nyari aplikasi laen malah ko terus bab. yg ngga ku pencet bintang satu ko p.pe.
Riyanfela Sihombing,5,barang sudah sampe dengan Rapi
Tv Tetangga,4,"shopee sekarang dah bagus sih,tp knp sekarang dh ga kerjasama dg dana y,pdhl AQ sering byrnya pke dana, masukan saya kalau BS terapkan sistem pembayaran lewat QRIS,biar planggan jg ada pilihan LBH mudah lagi, terimakasih"
Luwahono 101272,5,mantap
Aqila Hernita,1,baik
Nurwahyu Diyanto,5,belanja murah
Lia thio Yuliana,1,shopee skrng lemot pengiriman nya..
Odol Gigi,5,good
Sinyo Glory,1,"makin sini makin lemot,mau bayar splater aja sampai berjam jam yg akhirnya ga bisa di buka karena lemot jadi kena denda.."
Aqilah Hashifah,5,sangat baik dan seru
Tom Bleng,1,"update terus,tapi peforma buruk"
Alham Badar,5,sangat puas
KOKO HANS,5,siiiipppppp
YT-Pedia 07,3,"knapa lagi ini shopee express kok kumat""an kurirnya kadang satset kadang lama ☺️"
Doni Setiawan,5,Alhamdulilah tepat waktu.
Khairunnisak Amkl,5,good
Ildefonsus Jefri Manao,5,"setelah pakai jasa pengiriman spx, barang yang dipesan baik dari yang jarak jauh maupun yang dekat sama aja estimasi pengantarannya (lama)"
Anos Voldigod,5,di paksa nilai
Ajat Nafaz,5,ok
Arjuna Hebat,5,josss
Okta Silvianti,5,🤗
Yusmanto Kius,5,bisa memantau posisi janda
Syafii Imam,5,"mudah untuk berbelanja apa yang di butuh kan,"
Hardi Yansyah,5,debes semoga banyak barang yang gratis
Zul Hendra,5,Belanja aman dan nyaman
Juli Ani,5,bagus
Arik Suta,5,mantap
Angga Kusuma,5,"Selalu berikan yang terbaik,,,sukses"
In Clara,5,sangat membantu
Aep Saepudin,5,sangat puas
Ndarikah,5,sangat bagus bisa untuk berbelanja online
Nurkhodijah Ijah,3,"shopee bagus apalagi dari gratis ongkirnya. tapi kurang nyaman dari video""nya baru masuk apk ngelag karna langsung ke shopee video. gitu."
suwandi keren,1,"Aplikasi cacattt, lag banget"
Anilah Neng,5,mantap
Lucas Agriche,3,segala dah bagus.diskon mantap.tapi kurir kalo brengsek GK bisa dilaporin
Arumi Olshop,5,shope keren
Ghata ka,1,"kalo bikin iklan yang ngotak , saya cuma pingin liat konten yang lain malah liat konten elu"
Kitchenset-123 Official,5,bagus
PETRUS Hong,5,"belanja online, murah...cepat"
viky dani setiyawan,1,PENGIRIMAN SANGAT LAMBAT!
Aba Robet,5,mantap!!! bikin hidup lebih hidup
Siti Kaira,5,sangat baguss
Aswandy Liang012,5,puasss
Asya Nabina,5,sangat suka belanja d shopee kalo bisa jngan ada ongkir lagi ya
Nanang Solihin,5,baik pelayanannya tidak laama
Agus Sismanto,1,"saya kasih bintang satu, soalnya kurir di expedisi SPX PASEAN sering pengiriman gagal,alias balik lagi,padahal kurirnya tetangga sendiri"
Febri Sibocdazt,1,Tolong dong Kak please yang membuat apikasi Shopee diperbaiki ya 🙏 tiap baru masuk aplikasi pasti kevideo jadi lemot poll ini kayak dulu aja tiap masuk aplikasi keberanda oke nanti q kasih bintang 5 saya doakan sehat selalu. amin 🤲
Tiya,1,bintang 1 aja lah udh malas sama pengantaran barang paket di shopee Bru sampai 1 hri di alamat tujuan tiba² langsung di retur tanpa di antara di rumah
Tiar Agus sabani,5,mak tukuk ke barongan
Imam Sairobi,4,shoop jam 10000
Iftikar M.,5,pindahan olshop dari toko ijo sebelah yang udah kerasa mau bangkrut. anda harus jauh lebih baik shopee
Devi anita Devi,5,👍👍👍👍👍
Galang Habibie,4,mudah belanja di shopee barang sesuai dg gambar... kecuali pakaian kadang tidak sesuai gambar.....
prayogi yogi,5,bagus sangatembantu .. apdate barang sampai sering telat lama.
MARIA NOOR WIDIYASIH,5,"sangat memuaskan belanja di shoppee menyingkat waktu, efisien dan harga lbih murah ❤️🙏"
Subur 00,5,Shopee mantap 👍 tapi kurang canggih kek apk z apk z kalau paket mau datang ada pemberitahuan nya jadi tau paket nya mau datang kalau shopee gak ada tolong di ada kan ya shopee terimakasih 👍👍👍💯
Fahmi Ameng,5,good apk
BENTO GAMING,5,cuma belum bisa pakai payleter
Mohammad Samsul,5,sangat membantu memudahkan mencari kebutuhan apa saja serasa toko di genggaman
Gabriele Jayapura,5,toko online handal
Saharin Sahrin,5,bintang yang bicara
mar juki,5,"pelayan bagus,hak pembeli dan penjual adil"
Wayan Revalpo,5,gacor
Fehull Forgetboy,5,mantap
Rahman,5,murah banget
Akil Akil,5,hampir sempurna untuk semua opsi
Arie Kusuma,1,"cobak lah di update lagi aplikasinya, jangan pas buka shopee langsung ke video, bikin berat dan lag, ngga semua hp dan kuota orang itu sama, tersiksa kalau buka shopee"
Padil Aee,5,aplikasi ini sangat bagus saya rekomendasikan
Bagu Ganjang,5,aplikasi yang saya konsumen. terimakasih
Fathir D Anthony,5,very use full
Azril herman,5,shopee meamang mantap
Ayu Widya Ryanti,5,"min minta tolong , kalo bisa pas pengiriman itu ada tercantum nama kurir dan nomor telpon nyaa, jadi kalo kita mau konfirmasi kan gampang🙏🏻🙏🏻"
Serkan Dundu,5,belanja murah dan muda
Infinix Aja,2,"yeah,..suka mecet.... ..jelek."
Virra Anggraini,5,yaa pkoknya bagus dah ini aplikasi kalen harus instal
Heri Susiyanto,5,good
Amir rosidin,4,"good respon , terimakasih min"
fira rohmatul zanah,4,"apk ini memang memudahkan untuk berbelanja, tapi sudah 3 hari ini saya tidak bisa men CO barang yang saya inginkan, apakah hanya di saya aja yg bermasalah?"
Dreid (Abah),5,mantap pokonya!!!
Munaya Sulung,5,semakin suka belanja di shopee...
Arisky Harnanto,5,bagus banget
Siti Romlah,5,"mempermudah kan kita untuk belanja,dan tidak ribet,dan menyesuaikan keinginan kita"
Elmia Intan Permatasari,1,"paket nyasar mulu, heran. tiap co pasti drama nyasar dulu."
Muhammad Jatmi,5,iya lebih gampang banget
Zukhal Muhamat rifai,5,bagus banget
jurfiansya bossjufri,5,shopi sangat membantu
Teguh Alamsyah,5,ok
Nurul Naura,5,shopee selalu menemani disaat berbelanja
Aria Mengajar Digital,5,sangat memudahkan di setiap belanja jika ada diskon atau potongan khusus untuk konsumen.
Ha Lee zha imnida,5,aplikasi mantap banyak diskon promo
Repan Febrian,5,bagus
Danang Ardian,5,mantap
