userName,score,content
Tuan Muda Sitinjak,1,saya puas #tuanmudasitinjak_gerry
Yopi Setiawan,1,"halah rusak, saya dapat spin dan dapat hadiah kupon 2,4jt dengan syarat belanja 2 produk, pas saya baca syarat dan ketentuannya tidak ada detail minimal pembelian, ya saya gas lah beli 2 produk, habis beli langsung ada tulisan selamat anda dapat kupon 2,4 juta, pas di klik langsung ilang entah kemana???!!"
Fahreza Farhan Akses,1,"mau narik saldo dipersulit, sudah menghubungi Tokopedia care masih belum juga dibalas, ga recomended kalau mau narik saldo refund, pokoknya hati hati kalau mau order, belum tentu barangnya ada dan bahkan dipersulit banget untuk narik saldonya, mungkin 400 ribuan buat anda kecil tapi buat saya itu buat makan 2 mingguan"
Sunarto Narto,5,mantab
Nurul Hikmah Barokah Garunggung,5,"semoga Tuhan memberkati, keselamatan dan kebahagiaan ummat manusia di bumi ini. Amin."
Nur Zaman,5,Tokopedia tolong dong kaya dulu lagi bisa lihat kapan terakhir toko aktif biar jadi patokan kalo belanja. Soalnya saya sering banget belanja tapi tau tau toko nya udah tutup akhirnya saya nunggu lagi padahal barangnya sedang saya butuhin. Terimakasih
Hamdy Oxigen,1,anehh...pas di dlm keranjang barang diskon 50% dari harga aslinya..karna ada kupon..pas di bayar eh malah muncul seperti jaringan tidak stabil..dan pas di ulangin lagi malah muncul saya sudah mencoba 3x kupon..dan harganya normal lagi..aneh👎👎👎👎
Sayyidatul Aisyah,1,"apk nya lambat, ga worth it bgt, saran ku jgn di coba"
Teguh Haniko,1,"Sistemnya ANCUR. Order pakai instan maks 3 Jam, sudah 5 jam penjual tidak kirim bahkan tidak respon chat, ajukan pembatalan malah diminta tunggu persetujuan penjual, kan aneh. Ini rampok namanya. Kecuali pembatalan dgn alasan yang ga jelas ya wajar. Ini jelas order pakai Instant, yang notabene nya butuh cepat, urgent. Malah diminta tunggu 2 hari kerja. Halooo?? itu saya bayar ongkir instan mahal2 buat apa kalau mesti tunggu 2 hari kerja baru bisa balik uang nya?? Pilih Marketplace lain saja."
Dadan Arif,2,aplikasi yang masih ada modus penipuan
Pengguna Google,1,"Beli barang lewat tokopedia ,barang tidak sesuai yang datang, ajukan komplain disuruh tunggu kurir ada yg datang buat ambil barang selama 3 hari. ditunggu tidak datang datang tiba tiba KOMPALAIN ditutup sendiri. DARI AWAL DISURUH TUNGGU KURIR BILANGNYA, KURIR TIDAK DATANG KOMPLAIN DITUTUP . SEKARANG DARI TOKOPEDIA CARE SUDAH TIDAK BISA LG DIURUS. BINATANG , PENIPU"
Intan Sabila,1,Jelek
MAP PARADISE,1,"customer service tidak responsif atau lama dalam memberikan tanggapan, dan sering menutup kasus dari orang lain jika memang sedikit lama bagi pelanggan membalas pesan sedangkan dari pihak customer service lebih lama lagi."
Dafirra Askha Azzahra,4,yah gitu deh
wonder woon,1,cuma gabut aku
Romy sulistiyono,5,untuk expedisi tolong pake JNT aja yg cepat kalau pakai expedisi yg lain kebanyakan lemot
Yunni Soekamto,4,kdg lemot
Czy-99,2,"sekarang ga ngasih diskon buat belanja kah ?, jgn hanya buat pembayaran aja diskonnya, dulu kalo ga belanja 1 / 2 / 3 bulan dapat diskon 10rb atau berapa gitu... tapi sekarang udah berubah... diambil tiktok makanya berubah.........😮‍💨😮‍💨😮‍💨 beli lagi sahamnya biar China ga berkuasa, setelah tokped merger Ama TikTok diskon dibatasi bahkan ga dapat...💔"
Puan Sahda,4,"aplikasinya termasuk ringan, barang barangnya yang dijual di aplikasi masih belum terlalu banyak, gratis ongkir belum 100%"
Azwandi Sijabat,2,"kami mau bayar tagihan gopay later, kenapa tidak bisa melalui aplikasi tokopedia, gagal terus, hari ini jatuh tempo semisal nanti terlambat kan didenda, apakah tokopedia sengaja agar bisa kutip dendanya... tks"
Imam Al Azhar,1,"itu ada spin dapat 2,4juta di suru beli produk yang sebenarnya ga perlu. setelah check out ternyata vouchernya tidak ada. ini seperti apa? saya merasa tertipu. padahal saya customer aktiv"
Achmad Dahlan,5,ok
Aries -,3,menu pencarian tidak akurat
Arsil Qudsi,5,simpel mudah belanja di tokped
Kana Sandi,4,respon cepat
YR “Ari” Ari,1,"pengalaman terpuruk bersama TOKOPEDIA, Beli barang mesin las dan grinda potong, sdh bayar di tranfer tapi belum menerima barangnya ( SAMPAI SAAT INI ), entah di kirim kerumah siapa / kesasar, setatus SELESAI 😇"
Muhammad Fahrizal,5,"Yang terhormat Pihak Tokopedia,saya ingin menyampaikan komplain. Mengapa semua pembayaran di Tokopedia walaupun COD pastinya ada S&K tolonglah jangan menggunakan S&K saya sebagai pemakai aplikasi merasa kurang nyaman"
Tafsir,5,mantep 👍
Ari Annas,3,kenapa sekarang paylater ga bisa di pakai padahal saya tiap bulan bayar tepat waktu
Supriantoni 1977,1,"sangat kecewa, toko pedia terlalu memanjakan penjual, sy di tipu pesan barang di kirim sampah sudah cat ke penjual tdk pernah di balas,komplain ke tokped sudah, ribet banyak aturan lama,mending di toko orange ,sangat melindungi konsumen"
Zain Al abidin,5,semoga tetap kuat dan lebih baik lagi kedepannya.
Ben Redmi,5,lebih real ongkir nya tapi sayang masih ada seller yang ngasih harga di atas standar resminya
Rachmat Tuwotjo,4,cukup membantu dan mempermudah untuk belanja.
Syawall arif,1,"aplikasi ga bagus, gue beli token listrik udah bayar pake virtual account lama di proses nya"
Dedi Siswadi,4,bagus
marko polo,5,ok goooddd
D_118_Dyan Nugrahadi,2,"beli pulsa kok lamaa, maksudnya apa. ini keburu abis kuota saya😭😭"
Sujiroh Sujiroh,5,mantap
wifqy fathurrahman,1,notif 🏴‍☠️
Ronaldy Tulle,5,terbaik
Nars YouTube channel,5,mantab
Agus Salim,4,barang barangnya lengkap dan murah
Dinar Darmadi S.M,5,semoga semakin banyak promo
florida 41,5,perbanyak promo diskon
Pengguna Google,1,uang ketahan 2 juta udah 4 hari
Baguz Dermawan,5,mempermudah pencarian yg kita ingin kan
Ase Saepudin,5,bagus sekali
Sima Lakama,1,"Kalo Top Up saldo Flazz ga pernah masuk, dipikir cuman ganguan tapi engga juga. di ulang coba Tup Up gitu lagi sudah beberapa kali. tidak ada tanggapan juga dari TokopediaCare."
alaric wima syailendra,5,ok
amalia latifah (lek ipah),5,ok
Irwansyah Nasution,5,"pelayanannya sangat baik,ini pertama saya beli d toko ini"
Mila Jamilah,3,"beli barang dapet potong vocher bener2 ga dikirim. di chat sama sekali ga bales. mencoba positif beli barang lagi lahhh barang yang nyampe beda, proses komplain ga nguntungin pembeli, harus nunggu respon penjual, sedangkan penjual di chat dari awal aja ga bales. komplain harus tunggu 3 hari. setelah acc komplain mau retur barang ternyata ongkir di tanggung pembeli. dahlah langsung uninstall paling bener pake si oren."
Andi Syariff,5,"semoga bisa alternatif berbelanja yg terpercaya, mohon gunakan Ekspedisi pos karena selain murah juga dapat tepat waktu TDK seperti sicepat tdk tepat waktu dan lambat sekali dan bahkan dibatalkan 😝"
Firyanto Ngadimin,5,mudah di gunakan dan di mengerti
seti ani,1,kmhln anj ga ngotk emg
Aep Saepudin,1,kenapa gak bisa daftar tokped afilliate
ahmad fahim fadhlurrahman,1,"jelek banget sekarang pelayanan komplain & customer service di aplikasinya. mau retur barang aja ribet banget masa harus kirim barang dengan resi manual, bukan lewat aplikasi. udh diinput resi nya malah gak valid. udh input ulang tetep gak valid. nanya cs malah jawabnya kaya bot. hadeh, kalah jauh dibanding si ungu & si oren pelayanan komplain & cs nya sekarang."
Xergio Gokill,1,"parah banyak toko yang nipu, bilang barang ada setelah dibayar kirim pesan lewat wa suruh rubah ekspedisi dikirim link. laporan ke cs malah akun Tokopedia gw kena periksa, duit cancelan dari pesanan bermasalah malah gak bisa diambil. customer servicenya GK ada respon"
M Haikal Zamzami,3,"saran aja kk, untuk mengubah nomor hp di apk/gopay nya jngan dipersulit. say mau ganti no hp di apk tokped karena nomor sudah hilang tapi dikirim kode otp via wa ke nomor yang udah hilang tsb. ribet"
MAFIA Gaming,1,pengiriman lamaaaaaaaaaa bnget apk jelekk
Theo Project,1,"ada toko ga jelas, pesanan barang 1 item dengan qty. 2, barang dikirim namun pas dibuka isi paket kosong hanya tulisan untuk hubungi nomor WA penjual, setelah di WA penjual slow respon dan berjanji akan mengirim barang tsb, namun pas cek resi nya via Shopee pertanggal 23 sampai sekarang belum dikirim kirim, lalu invoice juga aneh total belanja 264.510 itu gimana solusi nya dari Tokopedia, merasa dirugikan, bahkan sampai saat ini dana belum juga masuk kesaya"
Ilham Ramadani,5,👍👍
Muna N'dar,1,"apk bodoh, saya konsumen lama belanja sudah hampir 100jt, ada keluhan saya sebagai konsumen yg dibrugikan, tidak menerima keluhan sampai akun saya di blokir segala😡"
Mat Kontrol,1,"sekarang toko pedia eror, entah sistem nya atau apanya, sudah bayar pesanan melalui briva dan sudah terverifikasi, dibatalkan sepihak tanpa alasan yang jelas"
Adi menyan,5,diaplikasi laingk bisa
Suwarni Anwar,5,bagus
Feldian Nur Hidayatullah,4,"tolong dong ka tambahin fitur ganti akun, masa setiap mau ganti akun harus keluar akun dulu, ribet, harusnya seperti Oren bisa ganti akun, tolong kak itu akan sangat berguna buat saya🙏 nanti saya kasi bintang 5 kalau ada fitur ganti akun"
Mulyanto,1,"Tau2 diemail, toko di tutup! Dah gitu aja tanpa ada informasi apa-apa"
huda muttaqinHDT,4,ok
Oslan. husein,1,saya sudH daftar tapi tidak bisa masuk akum jadi bingung saya dgn aplikasi ini
Helmi,3,Akhir-akhir ini ongkir di Tokopedia melambung tinggi. Ada baiknya kita pamit!
Purwito Wuryan,5,jangan lupa modus gela
Soendoel Sq,2,"Udah hampir bagus sih, tapi ada masalah dari ekspedisi Yaitu masih bekerjasama dengan sicepat, yang pengiriman nya tidak secepat ekspedisi lainnya.. Dan jika menggunakan metode cod menggunakan 3 ekspedisi, yakni JNT, d alihkan ke LILO, terus di alihkan lagi ke SICEPAT"
Kang Tedy Kusuma Wijaya,5,mantap
Budi Setiawan,1,e-commerce lelet
Haris Ari Permana,5,terpercaya
Devin Sun,1,hai teman2..waspada y..jangan lagi bertransaksi di tokopedia karena toko2 disana banyak toko penipu..dan toko2 tersebut dilindungi oleh tokopedia itu sendiri..atau bahkan tokopedia itu satu komplotan dengan toko toko penipu..waspada..karena aku sudah menjadi korbannya..boikot tokopedia..jangan sampai makan korban penipuam lebih banyak lagi..
Sarip JR,1,kalo ada barang bermasalah dan toko bermasalah pihak toko pedia membantu dan mohon untuk pengguna baru jangan pake aplikasi ini
War Sono,5,bagus untuk berjualan
Kebaikan Pribadi,5,mantap lah
Awan Fery,5,kenapa di redmi 10c tidak competible? tolong diperbaiki
Kamsinah Kamsinah,5,"mantap,dpt d percaya"
Ferry Prasetya Adhitama,1,"sekarang tokopedia udah kurang bagus, utk expedisi yg sering bermasalah pun msh di rekomendasikan ke buyer.. dan CS nya pum sekarang hanya bot yg jawab, bukan manusia lagi, dan banyak kendala yang tidak teratasi.."
h a c,1,"tokopedia pengiriman lelet tanggal estimasi lewat paket belum juga sampai, bagus shopee👍"
Lufi Maissum,5,saya suka banget
Hamidi Ahaide,1,tidak bisa cod
Ulupi Sumartini,5,Baik pelayanannya
Abhie Manyu,5,ok
Xtion Play,1,Ongkirnya lebih mahal jauh daripada shopee
Witarto Soleha,5,baik saja coba
ARMANSYAH TAKASIH SIHOTANG,5,oke mantap
Linda Fan,3,"SMLM 2X proses ORDER GAGAL TRUS, HARI INI BARU BISA"
AIRA VIRGINIA,1,"parah toped sekarang,expedisi g ada yg beres,ga bisa tegas ke expedisi jg,penjual dicekik abis,korupsi ongkir jnt jelas2 dilabel ny,tapi diaplikasi lebih tinggi, dikomplain diabaikan,apalagi semenjak gabung tiktok,penjual diancam dengan menerima dana lebih lama dari yg pernah terjadi sebelumnya,penjual diancam jika tidak bergabung dengan tiktok,bla..bla..bla.,wah makin parah ini,ga seperti marketplace sebelah..yg bisa tegas ke expedisi, parah Tokopedia semenjak dijajah tiktok.. selesai sudah"
putri merrytha purwaningsih,1,"fitur Live dimatikan, tolong hidupkan lagi fitur Live tiktok, karenaitu sumber mata pencaharian kami"
salumqiaz,1,"voucher pengguna baru gabisa di pake padahal masih aktif, pas tinggal pencet co malah muncul tulisan ""Oops, terjadi kendala. Transaksi tidak dapat di proses. (1)"" padahal kalo co ga pake voucher pengguna baru bisa, gimna sih kalo ga niat ngasih voucher pengguna baru, gausah aja sekalian"
Ny Sinaga,5,fine
Pengguna Google,5,aplikasi Tokopedia bagus!! tingkat kan terus promo menarik lainnya harga barang yang murah dan berkualitas serta promo gratis ongkir nya!! sehingga mendukung efisiensi anggaran yang tepat sasaran!! mendukung Indonesia maju!! berjuang tiada akhir !! 🙏🇲🇨❤️
Nani Ati,5,ok banget harga harga bersaing
prabu Samiaji,5,Kak kok gak bisa bayar ditempat ya
Dms AN,1,Toped bikin blunder lagi dengan kerja sama dengan grabsend. Sistemnya ga ada foto di bukti pengiriman. Padahal driver grab ga seahli kurir perusahaan ekspedisi. Barang saya hilang dan sistem tokped bingung meresponnya!! Sistem sempat melimpahkan ke seller. Lah seller mah udah ngirim. Ini hilang di perjalanan. Tapi sistemnya kyk gamang. Ini tuh yg bener kejar driver nya. Nganternya ke mana?? Semua ekspedisi lainnya itu ada sistem foto bukti sudah diantar. Ini ga ada.
Adi Gembul,1,"barang yang udah dimasukin keranjang tiba-tiba hilang. gak bisa cek transaksi berlangsung. kacau aplikasi ini, sering error & UI berubah2 terus setelah update, bikin gak nyaman... makin hari makin sampah..."
zhen arivinov,1,"setelah update aplikasi malah otomatis keluar , gimana ini toped makin susah akses nya."
Ida ayu Mas,5,memudahkan bayar pake dana belanja di Tokopedia
Amril Nurman,5,Tokopedia mantap
rokurn,5,okok
Nur Yanti,2,"dasar aplikasi Ini,kalau kasih turun harga mikir donk,saya beli tv box Xiaomi gen 3 dulu harganya 1,2juta ,sekarang malah harganya 800rb,bahkan di aplikasi Oren itu malah ada yang 600rb, ditambah lagi saya pas itu beli paylaytwr 6 bulan pula,jadi hampir1,5 juta,saya rugi hampir 1 juga karena paylater bunga terlalu banyak itu,kayak aplikasi Oren lah, bunga 0% malah,ini apa,sama pengguna lama bukannya di kasih promo,malah di naikin bunga,aduh topet topet,maaf aku berhenti jadi pelanggan topet 😡😡"
Doop Doub,2,Aplikasi sering error belakangan ini. Kualitas kurir banyak yg memprihatinkan.
Gitorolis Rolis,5,ok
Improve .04,1,"pengiriman sangat lama poll, sortir aja bisa sampai 2H, emang se rame apa sih aplikasi ini? ramean juga shope, tapi gak se lama ini"
Sudur Rohman,1,gaje
Eko Setyawan,3,"gratis ongkirnya mna nih,masak klah sma toko sebelah"
Narwan Gk,3,kerajinan bgt minta update
Rey Alfonso,3,banyak penipu skrg di apk ini
rifaldi ilmi,1,Respon pengaduan pelanggan LAMBAT!
Arya Bima,1,Iklan elek
Safira Nuri,1,kedua kalinya saya kecewa sama toped. pesan pakai instant ga nyampe2 sampe malam. dicancel pun uang ga langsung kembali. nunggu konfirmasi penjual. kalau kek gini pembeli lagi yg dirugikan. padahal saya butuh BRG itu dihari yg sama. mending beli ke toko offline langsung. walau ebih mahal.
Miftachul Amin,3,"tdk da opsi trf manual jdikn tokped hanya tuk orang kota yg signyal stabil, kami di daerah plosok gk bs pakai mobile banking, klo review bintang 2 gk bs mengulas toko n produk, entah bintang 3"
Putra Kampung,1,"Transaksi 1.300.000 lebih barang tidak sampai, liat keterangan di google penanganan investigasi maksimal 7 hari kerja, dan komplainku sudah di investigasi selama 1 bulan lebih 10 hari ngk kunjung di selesaikan, dan belom ada pengembalian dana sampai saat ini,."
Dedik Suprianto,5,"Bagus. Lebih baik kagi kakau sering ada promo , diskon atau flashsale."
Asrianto Asri,5,saya kasi 5 bintang karna saya puas dengan aplikasi Tokopedia
Vastixa,1,"lemot banget, buka tab aja lelet"
bagus abrianto,2,1. JANGAN KERJASAMA DENGAN J&T. LELET BANGET KURIRNYA. 2. C.O jam 4 subuh sampai malah penjual masih proses. perbaiki donk.
didi darmawan,5,"jangan pernah pakai apk ini guys , komplain 3 hari , di eksekusi juga 3 hari"
Kenangan Indah,1,hp saya android 5 kenapa gaj bisa dibuka? apa sudah gak support?
Leo Fath,5,uwelll
Abdul Chaerun,1,barangnya mahal dan jelek aja pastinya
apaa Didi,5,bagus dan mudah d gunakan
Justreal dev J,1,"PELAYANAN BURUK, TOKOPEDIA CARE TIDAK MEMBANTU DAN HANYA MAKAN GAJI BUTA"
samsung bachri,2,"Tolong ditindak dan bila perlu dibanned tutup permanent saja para penjual yg ga jelas, review nya bermasalah, jual barang tidak sesuai deskripsi, deskripsi barang yg membingungkan, foto yg dipajang ga sesuai dan harga yg ga masuk akal, di chat ga response dan kalo transaksi status DIPROSES tapi ga ada update status yang jelas akhirnya dibatalkan system demi kenyamanan dan keamanan pembeli. para penjual nya diverifikasi dengan KTP,NPWP wajah dan alamat yg lengkap Biar ada efek jera."
EASy official blend,1,"sekarang udah banyak penipuan di tokopedia ,, tak seperti dulu yang bisa di percata"
abdillah Muhammad,5,bagus
Issaura Thanitha,2,ngbug ajg
Juli Htglg,5,aplikasi bagus
Harmen men,5,toko pedih tetap terbaik
Septa Safutra,5,good job
sanjay pratama,4,masih ada seler bodong
putra galuh,3,"percuma banyak promo tapi pengiriman sering terlambat, paket saya yg sudah di estimasikan datang di tanggal 25 malah GK datang datang sampai sekarang"
b. daryan,1,"woi ini kenapasih tokped, udah mau chekout milih metode pembayaran, malah layar putih aja yg keluar lemot na ujubilah"
Kamaruddin Kamar,5,Tokopedia mantap pengembalian dana mudah
erwin sinatria,1,"aplikasi melebihi software, berat banget gob**"
Mamah Raditya,1,Sangat mengecewakan saya ingin membeli barang secara COD tetapi malah Transaksinya malah ada kendala?!! Sialan apakah kau tau ini hari pertama ku belanja di tokopedia dan kau malah ada kendala transaksi SANGAT MENGECEWAKAN?!
Mohammad Hermawan,5,good 
gila sinting,1,"Tolong kedepan lebih di perpanjang waktu otomatis pembatalan pesanannya sekitar 1 minggu aja,tanggung 2x24 jam.. Salahnya di penjual,lah ruginya kita nunggu barang ngak di respon penjual,di batalin malah ribet,yg salah siapa coba... mau beli di toko lain juga tidak bisa harus nunggu di setujui sama pihak penjual,lah kalo tidak di setujui dan tidak direspon makin lama nunggu nya,butuh cepat malah jadi lambat."
Herlina Benito,5,good
Marchella Alfian,1,"JGN MAU BELANJA DI SINI KARNA MENANGAN NYA PERIHAL PENGEMBALIAN BRG SANGAT SANGAT LAMA SEKALI,DAN CUSTOMER SERVICES SANGAT SANGAT TIDAK MENGHARGAI CUSTOMER ALIAS DI CUEKIN,,,,,,,,,,"
Selamat Ependy,3,🤣
Yuyun 雨云 YUEN,5,"ok lah, semuanya dilakukan simple dan mudah"
haryatijaya 2,1,ngambil uang aja tambah rekening dan gak bisa. Tokopedia gabung sama tiktok bener2 hancur. ini gimana kok bisa gini. mau ambil uangku sendiri aja gak bisa terus. Tokopedia tolong jangan gabung sama tiktok.
ahmad nurhakim,1,promo ngk sesuai
taplak bantal,1,"Voucher PENGGUNABARU belum di berikan, jgn beralasan suruh pakai voucher lain. Karena semua voucher tidak bisa di pakai"
Melody Marks,5,saran saja lebih baik tutup tokopedia dari pada phk pekerja. jangan lungkiri tokopedia sudah bangkrut. fokus saja pafa tiktokshop.
Ayah yono,5,Mantap cepat sehat dan bergizi
Rudi Karyadi,5,"Saya lebih suka belanja dengan pembayaran pakai paylater, jika paylaternya tidak bisa digunakan maka tidak belanja atau belanjanya jarang jarang."
agung dwi kurniawan,1,"pesanan dibatalkan, saldo refund ditahan gk bisa ditarik,mau tautkan rekening gk bisa, disuruh coba lagi, pengembalian dana aja ribet banget gk kayak shopee gampang hitungan menit dana langsung kembali"
Muhammad Naufal Khairullah,1,tokopedia is already dead 👎🏼🤢🤮
Irhas nur Muhammad,3,susah mengkaitkan rekening gagal terus
Jeka Kaje,5,bagus
Andrei Wilozso,5,aplikasinya friendly user. fiturnya lengkap. cara deposit juga mudah n cepat. mungkin bisa diperbaiki untuk cek history biar lebih bisa difilter per tgl.
Reza febbry Anda,5,baik
Yefri Bilaut,3,"Makin parah, mungkin karena sudah diakusisi y? pengiriman makin lambat, pilihan barang makin dikit, gak ada gratis2nya ato potongan ongkir. Silakan pertimbangkan sendiri."
hilarius KS,1,"HATI-HATI & pikir 2x kalo belanja melalui tokepd ya kawan. paket sy hilang karna jasa kirim tokped menggunakan pihak yg saling oper gudang.. sudah hampir 3 bulan sejak tengah Juni 2025 lhoo, GAK ADA KEJELASAN. cuman disuruh tunggu investigasi.. sampek event da selesai, paket gue belum nyampek juga.. gue beli di official. Bukankah ada batas waktu 1 bulan, jika paket tidak diterima customer maka otomatis pengembalian dana ke pembeli?!!!"
Rodi Cahyadi,1,uangnya bang di balikin itu 1jt loh di dapat susah payah bukan makan uang rakyat
temoe boomerangsindonesia,5,mantap
Honkaire,1,"aplikasi cacat. komplain retur, resi sudah terinput dan sudah update tetapi di halaman komplain masih keterangan ""Menunggu pick-up barang"". endingnya status pesanan berubah jadi pesanan selesai dan barang sudah di seller , saya satu-satunya yang di rugikan."
David Prasetya,1,"Hasil penjualan dipotong biaya power merchant. Tidak bisa hapus chat penjual, tapi chat pembeli hilang sendiri semua."
Lunar Music Hunter,1,scrol foto di Tokopedia susah bener
Soedomo Domo,5,layanan baik
Arfa Ergiansah,5,pelayanan bagus
Marsello Saputra,5,mantap boss
Ali Yazuz,5,Bagus
Rajab Lpk,5,"Sangat Mudah Untuk Transaksi Dan Berbelanja.Sedikit Saran,Agar Kedepannya Perbanyak Diskon Dan Bebas Ongkir.Seperti Shopee Dan Marketplace Lainnya"
