label,content
negatif,"Kalo Top Up saldo Flazz ga pernah masuk, dipikir cuman ganguan tapi engga juga. di ulang coba Tup Up gitu lagi sudah beberapa kali. tidak ada tanggapan juga dari TokopediaCare."
positif,ok
positif,ok
positif,"pelayanannya sangat baik,ini pertama saya beli d toko ini"
netral,"beli barang dapet potong vocher bener2 ga dikirim. di chat sama sekali ga bales. mencoba positif beli barang lagi lahhh barang yang nyampe beda, proses komplain ga nguntungin pembeli, harus nunggu respon penjual, sedangkan penjual di chat dari awal aja ga bales. komplain harus tunggu 3 hari. setelah acc komplain mau retur barang ternyata ongkir di tanggung pembeli. dahlah langsung uninstall paling bener pake si oren."
positif,"semoga bisa alternatif berbelanja yg terpercaya, mohon gunakan Ekspedisi pos karena selain murah juga dapat tepat waktu TDK seperti sicepat tdk tepat waktu dan lambat sekali dan bahkan dibatalkan 😝"
positif,mudah di gunakan dan di mengerti
negatif,kmhln anj ga ngotk emg
netral,kenapa gak bisa daftar tokped afilliate
negatif,"jelek banget sekarang pelayanan komplain & customer service di aplikasinya. mau retur barang aja ribet banget masa harus kirim barang dengan resi manual, bukan lewat aplikasi. udh diinput resi nya malah gak valid. udh input ulang tetep gak valid. nanya cs malah jawabnya kaya bot. hadeh, kalah jauh dibanding si ungu & si oren pelayanan komplain & cs nya sekarang."
negatif,"parah banyak toko yang nipu, bilang barang ada setelah dibayar kirim pesan lewat wa suruh rubah ekspedisi dikirim link. laporan ke cs malah akun Tokopedia gw kena periksa, duit cancelan dari pesanan bermasalah malah gak bisa diambil. customer servicenya GK ada respon"
netral,"saran aja kk, untuk mengubah nomor hp di apk/gopay nya jngan dipersulit. say mau ganti no hp di apk tokped karena nomor sudah hilang tapi dikirim kode otp via wa ke nomor yang udah hilang tsb. ribet"
negatif,pengiriman lamaaaaaaaaaa bnget apk jelekk
negatif,"ada toko ga jelas, pesanan barang 1 item dengan qty. 2, barang dikirim namun pas dibuka isi paket kosong hanya tulisan untuk hubungi nomor WA penjual, setelah di WA penjual slow respon dan berjanji akan mengirim barang tsb, namun pas cek resi nya via Shopee pertanggal 23 sampai sekarang belum dikirim kirim, lalu invoice juga aneh total belanja 264.510 itu gimana solusi nya dari Tokopedia, merasa dirugikan, bahkan sampai saat ini dana belum juga masuk kesaya"
netral,👍👍
negatif,"apk bodoh, saya konsumen lama belanja sudah hampir 100jt, ada keluhan saya sebagai konsumen yg dibrugikan, tidak menerima keluhan sampai akun saya di blokir segala😡"
negatif,"sekarang toko pedia eror, entah sistem nya atau apanya, sudah bayar pesanan melalui briva dan sudah terverifikasi, dibatalkan sepihak tanpa alasan yang jelas"
netral,diaplikasi laingk bisa
positif,bagus
netral,"tolong dong ka tambahin fitur ganti akun, masa setiap mau ganti akun harus keluar akun dulu, ribet, harusnya seperti Oren bisa ganti akun, tolong kak itu akan sangat berguna buat saya🙏 nanti saya kasi bintang 5 kalau ada fitur ganti akun"
negatif,"Tau2 diemail, toko di tutup! Dah gitu aja tanpa ada informasi apa-apa"
positif,ok
negatif,saya sudH daftar tapi tidak bisa masuk akum jadi bingung saya dgn aplikasi ini
negatif,Akhir-akhir ini ongkir di Tokopedia melambung tinggi. Ada baiknya kita pamit!
netral,jangan lupa modus gela
positif,"Udah hampir bagus sih, tapi ada masalah dari ekspedisi Yaitu masih bekerjasama dengan sicepat, yang pengiriman nya tidak secepat ekspedisi lainnya.. Dan jika menggunakan metode cod menggunakan 3 ekspedisi, yakni JNT, d alihkan ke LILO, terus di alihkan lagi ke SICEPAT"
positif,mantap
negatif,e-commerce lelet
positif,terpercaya
negatif,hai teman2..waspada y..jangan lagi bertransaksi di tokopedia karena toko2 disana banyak toko penipu..dan toko2 tersebut dilindungi oleh tokopedia itu sendiri..atau bahkan tokopedia itu satu komplotan dengan toko toko penipu..waspada..karena aku sudah menjadi korbannya..boikot tokopedia..jangan sampai makan korban penipuam lebih banyak lagi..
negatif,kalo ada barang bermasalah dan toko bermasalah pihak toko pedia membantu dan mohon untuk pengguna baru jangan pake aplikasi ini
positif,bagus untuk berjualan
positif,mantap lah
netral,kenapa di redmi 10c tidak competible? tolong diperbaiki
positif,"mantap,dpt d percaya"
negatif,"sekarang tokopedia udah kurang bagus, utk expedisi yg sering bermasalah pun msh di rekomendasikan ke buyer.. dan CS nya pum sekarang hanya bot yg jawab, bukan manusia lagi, dan banyak kendala yang tidak teratasi.."
negatif,"tokopedia pengiriman lelet tanggal estimasi lewat paket belum juga sampai, bagus shopee👍"
positif,saya suka banget
negatif,tidak bisa cod
positif,Baik pelayanannya
positif,ok
negatif,Ongkirnya lebih mahal jauh daripada shopee
positif,baik saja coba
positif,oke mantap
negatif,"SMLM 2X proses ORDER GAGAL TRUS, HARI INI BARU BISA"
negatif,"parah toped sekarang,expedisi g ada yg beres,ga bisa tegas ke expedisi jg,penjual dicekik abis,korupsi ongkir jnt jelas2 dilabel ny,tapi diaplikasi lebih tinggi, dikomplain diabaikan,apalagi semenjak gabung tiktok,penjual diancam dengan menerima dana lebih lama dari yg pernah terjadi sebelumnya,penjual diancam jika tidak bergabung dengan tiktok,bla..bla..bla.,wah makin parah ini,ga seperti marketplace sebelah..yg bisa tegas ke expedisi, parah Tokopedia semenjak dijajah tiktok.. selesai sudah"
negatif,"fitur Live dimatikan, tolong hidupkan lagi fitur Live tiktok, karenaitu sumber mata pencaharian kami"
negatif,"voucher pengguna baru gabisa di pake padahal masih aktif, pas tinggal pencet co malah muncul tulisan ""Oops, terjadi kendala. Transaksi tidak dapat di proses. (1)"" padahal kalo co ga pake voucher pengguna baru bisa, gimna sih kalo ga niat ngasih voucher pengguna baru, gausah aja sekalian"
positif,fine
positif,aplikasi Tokopedia bagus!! tingkat kan terus promo menarik lainnya harga barang yang murah dan berkualitas serta promo gratis ongkir nya!! sehingga mendukung efisiensi anggaran yang tepat sasaran!! mendukung Indonesia maju!! berjuang tiada akhir !! 🙏🇲🇨❤️
positif,ok banget harga harga bersaing
netral,Kak kok gak bisa bayar ditempat ya
negatif,Toped bikin blunder lagi dengan kerja sama dengan grabsend. Sistemnya ga ada foto di bukti pengiriman. Padahal driver grab ga seahli kurir perusahaan ekspedisi. Barang saya hilang dan sistem tokped bingung meresponnya!! Sistem sempat melimpahkan ke seller. Lah seller mah udah ngirim. Ini hilang di perjalanan. Tapi sistemnya kyk gamang. Ini tuh yg bener kejar driver nya. Nganternya ke mana?? Semua ekspedisi lainnya itu ada sistem foto bukti sudah diantar. Ini ga ada.
negatif,"barang yang udah dimasukin keranjang tiba-tiba hilang. gak bisa cek transaksi berlangsung. kacau aplikasi ini, sering error & UI berubah2 terus setelah update, bikin gak nyaman... makin hari makin sampah..."
negatif,"setelah update aplikasi malah otomatis keluar , gimana ini toped makin susah akses nya."
netral,memudahkan bayar pake dana belanja di Tokopedia
positif,Tokopedia mantap
positif,okok
negatif,"dasar aplikasi Ini,kalau kasih turun harga mikir donk,saya beli tv box Xiaomi gen 3 dulu harganya 1,2juta ,sekarang malah harganya 800rb,bahkan di aplikasi Oren itu malah ada yang 600rb, ditambah lagi saya pas itu beli paylaytwr 6 bulan pula,jadi hampir1,5 juta,saya rugi hampir 1 juga karena paylater bunga terlalu banyak itu,kayak aplikasi Oren lah, bunga 0% malah,ini apa,sama pengguna lama bukannya di kasih promo,malah di naikin bunga,aduh topet topet,maaf aku berhenti jadi pelanggan topet 😡😡"
negatif,Aplikasi sering error belakangan ini. Kualitas kurir banyak yg memprihatinkan.
positif,ok
negatif,"pengiriman sangat lama poll, sortir aja bisa sampai 2H, emang se rame apa sih aplikasi ini? ramean juga shope, tapi gak se lama ini"
negatif,gaje
netral,"gratis ongkirnya mna nih,masak klah sma toko sebelah"
netral,kerajinan bgt minta update
negatif,banyak penipu skrg di apk ini
negatif,Respon pengaduan pelanggan LAMBAT!
negatif,Iklan elek
negatif,kedua kalinya saya kecewa sama toped. pesan pakai instant ga nyampe2 sampe malam. dicancel pun uang ga langsung kembali. nunggu konfirmasi penjual. kalau kek gini pembeli lagi yg dirugikan. padahal saya butuh BRG itu dihari yg sama. mending beli ke toko offline langsung. walau ebih mahal.
netral,"tdk da opsi trf manual jdikn tokped hanya tuk orang kota yg signyal stabil, kami di daerah plosok gk bs pakai mobile banking, klo review bintang 2 gk bs mengulas toko n produk, entah bintang 3"
negatif,"Transaksi 1.300.000 lebih barang tidak sampai, liat keterangan di google penanganan investigasi maksimal 7 hari kerja, dan komplainku sudah di investigasi selama 1 bulan lebih 10 hari ngk kunjung di selesaikan, dan belom ada pengembalian dana sampai saat ini,."
positif,"Bagus. Lebih baik kagi kakau sering ada promo , diskon atau flashsale."
positif,saya kasi 5 bintang karna saya puas dengan aplikasi Tokopedia
negatif,"lemot banget, buka tab aja lelet"
negatif,1. JANGAN KERJASAMA DENGAN J&T. LELET BANGET KURIRNYA. 2. C.O jam 4 subuh sampai malah penjual masih proses. perbaiki donk.
netral,"jangan pernah pakai apk ini guys , komplain 3 hari , di eksekusi juga 3 hari"
netral,hp saya android 5 kenapa gaj bisa dibuka? apa sudah gak support?
netral,uwelll
negatif,barangnya mahal dan jelek aja pastinya
positif,bagus dan mudah d gunakan
negatif,"PELAYANAN BURUK, TOKOPEDIA CARE TIDAK MEMBANTU DAN HANYA MAKAN GAJI BUTA"
negatif,"Tolong ditindak dan bila perlu dibanned tutup permanent saja para penjual yg ga jelas, review nya bermasalah, jual barang tidak sesuai deskripsi, deskripsi barang yg membingungkan, foto yg dipajang ga sesuai dan harga yg ga masuk akal, di chat ga response dan kalo transaksi status DIPROSES tapi ga ada update status yang jelas akhirnya dibatalkan system demi kenyamanan dan keamanan pembeli. para penjual nya diverifikasi dengan KTP,NPWP wajah dan alamat yg lengkap Biar ada efek jera."
negatif,"sekarang udah banyak penipuan di tokopedia ,, tak seperti dulu yang bisa di percata"
positif,bagus
negatif,ngbug ajg
positif,aplikasi bagus
positif,toko pedih tetap terbaik
positif,good job
negatif,masih ada seler bodong
negatif,"percuma banyak promo tapi pengiriman sering terlambat, paket saya yg sudah di estimasikan datang di tanggal 25 malah GK datang datang sampai sekarang"
negatif,"woi ini kenapasih tokped, udah mau chekout milih metode pembayaran, malah layar putih aja yg keluar lemot na ujubilah"
positif,Tokopedia mantap pengembalian dana mudah
negatif,"aplikasi melebihi software, berat banget goblok"
negatif,Sangat mengecewakan saya ingin membeli barang secara COD tetapi malah Transaksinya malah ada kendala?!! Sialan apakah kau tau ini hari pertama ku belanja di tokopedia dan kau malah ada kendala transaksi SANGAT MENGECEWAKAN?!
positif,good 
negatif,"Tolong kedepan lebih di perpanjang waktu otomatis pembatalan pesanannya sekitar 1 minggu aja,tanggung 2x24 jam.. Salahnya di penjual,lah ruginya kita nunggu barang ngak di respon penjual,di batalin malah ribet,yg salah siapa coba... mau beli di toko lain juga tidak bisa harus nunggu di setujui sama pihak penjual,lah kalo tidak di setujui dan tidak direspon makin lama nunggu nya,butuh cepat malah jadi lambat."
positif,good
negatif,"JGN MAU BELANJA DI SINI KARNA MENANGAN NYA PERIHAL PENGEMBALIAN BRG SANGAT SANGAT LAMA SEKALI,DAN CUSTOMER SERVICES SANGAT SANGAT TIDAK MENGHARGAI CUSTOMER ALIAS DI CUEKIN,,,,,,,,,,"
netral,🤣
positif,"ok lah, semuanya dilakukan simple dan mudah"
negatif,ngambil uang aja tambah rekening dan gak bisa. Tokopedia gabung sama tiktok bener2 hancur. ini gimana kok bisa gini. mau ambil uangku sendiri aja gak bisa terus. Tokopedia tolong jangan gabung sama tiktok.
negatif,promo ngk sesuai
negatif,"Voucher PENGGUNABARU belum di berikan, jgn beralasan suruh pakai voucher lain. Karena semua voucher tidak bisa di pakai"
netra,saran saja lebih baik tutup tokopedia dari pada phk pekerja. jangan lungkiri tokopedia sudah bangkrut. fokus saja pafa tiktokshop.
positif,Mantap cepat sehat dan bergizi
netral,"Saya lebih suka belanja dengan pembayaran pakai paylater, jika paylaternya tidak bisa digunakan maka tidak belanja atau belanjanya jarang jarang."
negatif,"pesanan dibatalkan, saldo refund ditahan gk bisa ditarik,mau tautkan rekening gk bisa, disuruh coba lagi, pengembalian dana aja ribet banget gk kayak shopee gampang hitungan menit dana langsung kembali"
negatif,tokopedia is already dead 👎🏼🤢🤮
negatif,susah mengkaitkan rekening gagal terus
positif,bagus
positif,aplikasinya friendly user. fiturnya lengkap. cara deposit juga mudah n cepat. mungkin bisa diperbaiki untuk cek history biar lebih bisa difilter per tgl.
positif,baik
negatif,"Makin parah, mungkin karena sudah diakusisi y? pengiriman makin lambat, pilihan barang makin dikit, gak ada gratis2nya ato potongan ongkir. Silakan pertimbangkan sendiri."
negatif,"HATI-HATI & pikir 2x kalo belanja melalui tokepd ya kawan. paket sy hilang karna jasa kirim tokped menggunakan pihak yg saling oper gudang.. sudah hampir 3 bulan sejak tengah Juni 2025 lhoo, GAK ADA KEJELASAN. cuman disuruh tunggu investigasi.. sampek event da selesai, paket gue belum nyampek juga.. gue beli di official. Bukankah ada batas waktu 1 bulan, jika paket tidak diterima customer maka otomatis pengembalian dana ke pembeli?!!!"
negatif,uangnya bang di balikin itu 1jt loh di dapat susah payah bukan makan uang rakyat
positif,mantap
negatif,"aplikasi cacat. komplain retur, resi sudah terinput dan sudah update tetapi di halaman komplain masih keterangan ""Menunggu pick-up barang"". endingnya status pesanan berubah jadi pesanan selesai dan barang sudah di seller , saya satu-satunya yang di rugikan."
negatif,"Hasil penjualan dipotong biaya power merchant. Tidak bisa hapus chat penjual, tapi chat pembeli hilang sendiri semua."
negatif,scrol foto di Tokopedia susah bener
positif,layanan baik
positif,pelayanan bagus
positif,mantap boss
positif,Bagus
positif,"Sangat Mudah Untuk Transaksi Dan Berbelanja.Sedikit Saran,Agar Kedepannya Perbanyak Diskon Dan Bebas Ongkir.Seperti Shopee Dan Marketplace Lainnya"
positif,terima kasih are you terbest toko pedia terima kasih banyak
negatif,"susah belanja di sini, gratis ongkir gak jelas, ingin tanya ke CS yg jawab robot terus, jelek bgt"
netral,giman Bos app abis di updat malah gak bisa dibuka
positif,proses yang sangat mudah dan cepat
positif,mantap...
positif,trimakasih layanannya bagus
positif,Mantap Tokopedia 9.9 Gas cuk
netral,oprasi tahap tingkat lanjut
positif,Toko pedia terpercaya dan ada gratis onkir..saya rekomendasikan buat beli di Toko pedia...terima kasih Toko pedia
positif,Aplikasi yang sangat membantu utk pembelian keluarga saya. Terima kasih Tokopedia.
positif,mudah digunakan
netral,semoga berguna
negatif,jelek
positif,Ada aja seler nakal jual produk murah tapi aslinya nipu
positif,Saya suka tokopedia
netral,Bleguud maneh nges dibere5 bintang oge di lenyapken kumaneh geloo
netral,mantappp
negatif,"saya sarankan tidak usah pakai tokped. aplikasi yang sangat buruk saat ini, banyak penipuan, beli tv yang datang casing hp, saat komplain toko penjual ditutup trus CS nya gak respon yg jawab mesin robot trus. ditambah promo dan bebas ongkirnya hanya bualan saja. Aplikasi ini banyak kekurangannya beda sama sebelah"
negatif,"Ya diupdate malah makin jelek, tombol tombol menu tagihan ga respon. udah force stop dan buka masih tetep gabisa."
positif,mantep lah pokok ya
negatif,"Tokopedia cuma pas awal pesan barang aja yg ongkir nya murah tpi pas pesan yg kedua kali nya ongkir nya melambung tinggi kadang mendekati harga barang, dan kadang juga melewati harga barang.contohnya harga barang cuma 50an ribu tpi ongkir nya mendekati 100 ribu ... mohon dong ongkir yang jangan terlalu mahal... dan masalah kurir nya juga, masa nganter nya gak nyampe di alamat sih, malah kita yg di suruh ambil di tempat pembongkaran barang nya.... mohon kebijakannya..."
positif,bagus
negatif,kebangetan sering updatenya
netral,"mau cek ulasan perlu download lagi, mohon diperbaiki"
negatif,J&T anjing. lewat estimasi berhari-hari gak punya tanggung jawabnya. dan gak mau ada ganti kerugian. Di Shopee lewat estimasi dapat 10.000
netral,pas tambah alamat kok gak ada kolom kode pos? jdi alamat tdk bisa ditambahkan krna harus mlengkapi kode pos tdi kolom kode pos tdk tersedia
netral,harga pengiriman ke lokasi luar pulau udah setara dengan pemesanan saya offline. belanja udah 3 jutaan spare part lamban datang.
negatif,"pusing bos,,.."
netral,sangat membantu sekali
negatif,"Buruk, Menyelesaikan pembatalan harus menunggu lama, Toko xiaomi memakai sistem PEMAKSAAN Udah menunggu 3 hari tapi masalah belum kelar dan harus menunggu lagi"
netral,mantaps
netral,keamanan privasi@?!?!
positif,seneng belanja disini tapi suka eror suka gangguan
positif,keren dan terbaik
netral,agak lambat kerja di hp jadul
netral,"makin kesini ekspedisi yg ada di tokped jdi lelet gk cepet kayak dulu, kalah sama shopee"
netral,"aplikasi goblog penipuan banget udah isi saldo gopay buat beli pulsa flash sale, taunya ga bisa d beli d gagalin terus. ini harga-harga pulsa murah berakhir 3 hari lagi cuma pajangan aja anjirrrrr"
positif,belanja murah cepat dan tepat waktu
positif,kereeen
netral,"Aplikasi ini paling sering update dibanding dengan aplikasi online lainnya, sangat menyebalkan!!!!"
netral,belum
negatif,Aplikasi buruk tidak bisa pembatalan pesanan
positif,saya sangat suka belanja di tokopedia krn aman nyaman dan terpercaya.trmks
negatif,aplikasi buruk paket tidak tiba sesuai batas tanggal. kalo mau co mending di lazada
negatif,Jelek ga ada promonya
positif,sangat sangat baik belanja d toko ini mantap
netral,banyak pemberitahuan
positif,mantap
positif,Mantap
positif,Update mulu.. kalo gak di update gak bisa di buka.. yang Oren aman aman aja
positif,ok
positif,bagus
positif,mantap
