label,content
netral,pengajuan di tolak terus aneh 6 x coba 6 x di tolak
netral,good joob
positif,ok sippp
negatif,"jir kna tipu isi saldo d app ini dari smalam kga masuk""...malah d pinta no nik ktp parah hati"" para penguna baru ...biar kga ada yg kena tipu lagi kya saya"
positif,mantap
positif,"keren dan cepat, di tambah enteng aplikasinya ngga lemot"
netral,nice
netral,👍👍🔥🔥🔥
netral,the best 👍💯
negatif,CS nya mulai lama. ngga responsif. antri sampai 20 org. padahal saya member platinum !!! makin turun aj blibli !!!!
netral,sangat senang belanja di blibli.
positif,mantap betul
positif,bagus okeh terpercaya.
netral,"mungkin sistem dan timnya yang harus dimatangkan terlebih dulu/lagi, semangat ya blibli"
positif,senang
negatif,"Pengiriman relatif lama Dibanding marketplace lain seperti Shopee atau Tokopedia, estimasi pengiriman Blibli sering lebih panjang. Tracking resi juga kadang baru aktif setelah beberapa waktu, bikin pembeli was-was."
positif,"aplikasi mudah di gunakan,kualitas barang jaminan original."
netral,Banyak Opsional salah satunya tukar tambah
netral,Woke dapat voucher pula
positif,mantabbb
positif,mantap kalo udah jadi ekosistem dan terintegrasi
positif,mantap
positif,Transaksi mudah dan aplikasi ringan. Promo lumayan banyak dan pembayaran juga beragam dan aman
positif,mantap
netral,"pengalaman belanja okelah, tapi saat klik link di voucher selalu blank"
netral,oke
negatif,sekelas blibli masa nggk kasih pilihan untuk pakai akun bank. mana tidak ada pilihan penghapusan akun lagi. tidak heran cuma punya 10 jt pemakai.
netral,Bismillah semoga awet
netral,barang yg saya inginkan tersedia
positif,mudah dan bagus
netral,lumayan membantu
negatif,"aplikasi yg sangat buruk pelayanannya dan tidak profesional, mengajukan retur yg sudah tau mereka salah tidak dikembalikan. memang kalau pelayanan shopee yg paling the best"
negatif,refund dana masa butuh berhari - hari
negatif,aplikasi buruk
positif,Cepat akurat
positif,bagus n puas
netral,okeyyy
positif,mantap lebih hemat lebih mudah cepat terbaik blibi
positif,mantap
netral,baru pertama pake Blibli saya mau lihat kualitas barang dan pengiriman semoga sesuai ekspektasi
netral,"sangat simpel, membantu dan di jamin ori"
negatif,Eror tidak bisa logging akun
positif,App TOP
positif,ok
positif,"Ecomerance terbaik & solutif, dikasih fasilitas payletter juga, Thanks Blibli"
positif,"bli bli kenapa bayar pake dana GK bisa. cod GK bisa. pke qris ribet. tolong d perbaiki ad org2 yg ngeratas d bli bli , metode pembayaran nyah, d benahi. dulu agar lancar, aman,"
positif,sangat baik
netral,sangat membantu
positif,"Minim promo, ongkir mahal, pembayaran masih dikit, & jarang terdengar. Tapi dari service akun bagus sih, gak ribet kudu verifikasi merepotkan"
positif,terbaik
netral,Good Job
netral,ga bisa di buka aplikasi nyah
positif,"Transaksi mudah, dan cepat"
netral,fast Respon..👍
positif,"estimasi paketnya tiba tiba berubah percuma bayar biaya ongkir yang katanya cepat nyatanya lambat, estimasi tgl 15 - 18 agustus ini malah ke september."
positif,mantap
positif,"ui ux beberapa bagian belum senyaman ecommerce sebelah, tp ttp sangat mudah untuk dipake first time user"
positif,mantaapppp
netral,Mantab Betul
positif,Good
negatif,"apk,y jelek banget tidak sesuai yg di harapkn"
positif,good
netral,"kelebihan dari blibli :barang di jamin ORI semua yang ada di blibli kekurangan nya : pengiriman Sangat lama, 1 Minggu bahkan lebih baru sampai paket nya"
positif,sangat Baek
positif,mantaaaap
positif,bagus..
positif,Serba cepat
positif,app paling mantap lebih murah dan banyak voucher nya👍🏿👍🏿
positif,"saya coba dulu klau ok, dan mantap saya tambah lagi bintang nya🙏🏻😊"
positif,Mantap
netral,"BINGUNG mau belanja di Blibli, mai beli rokok lewat App diarahkan ke website, lewat website masuk le App...mutar muter doang...😪😪"
positif,customer service sangat baik
netral,"masih banyak produk yg ga ada, seller"" yg jualan di sebelah gak pada jualan di Blibli juga ya kayanya. nyari"" brg yg di keranjang oren gw kebanyakan g ada di cari di Blibli"
positif,mantap atuh
positif,"mantap, cepat , dan akurat"
netral,"refund lama, harga barang kebanyakan lebih mahal karena kebanyakan seller udh ga update, gratis ongkir cuma cocok untuk satu seller aja tapi kl belanja di beda seller yaudah malah tekor dan voucher-nya kebanyakan gimmick, bukannya penasaran malah jadi males makenya. Untuk CS sih udh ok ya."
positif,sangat mudah digunakan
positif,mudah menggunakan pembelian
netral,kk mau nanya ini aplikasinya cod gak ya? atau harus bayar dulu lewat hp setelah itu baru dikirim?
negatif,seller nya lama pengiriman nya juga lama padahal pakai sameday
netral,👍
netral,banyak Promo
netral,topbanget
netral,⭐️⭐️⭐️⭐️⭐️
positif,"gampang digunakan, banyak promo, barang ori garansi"
positif,mudah banget pembayarannya
positif,sangat puas dh Belanja di Blibli
negatif,"aplikasi paling jelek,tida bisa memanusiakan manusia,masa barang kosong di cancel dari tokonya pencairannya bentuk voucher udah gitu voucher mau di gunakan harus belanja dlu ada minimum transaksi baru bisa di gunakan dan ada jangka hangusnya, pikir-pikir dlu kalo mau belanja disini, daripada jadi korban aplikasi,"
netral,kenapa hanya login aja eror
netral,pencarian di poto ngaco terus bikin pusing
netral,"oke sih, cm kadang pengecekan pembayaran sedikit butuh waktu"
positif,mantap dan lanjutkan
netral,"1 kelemahan Blibli, gratis ongkir 100% sampai ke Rp.0 cuma berlaku jika kita belanja di 1 seller. Saat belanja di beberapa seller selalu ada sisa ongkir yang harus dibayar (ini sih diskon bukan gratis). Padahal di e-commerce lain bisa loh sampai ke Rp.0 walau belanjanya di beberapa seller. Apa mungkin karena voucher yang bisa dipakai cuma 1? Entahlah. Mohon perbaikannya di bagian ini. *GA PERLU minta saya hubungi CS via channel lain, keluhan saya diatas sudah sangat jelas."
positif,recommended
negatif,"Tidak ada jumlah stok barang di etalase. Jika penjual membatalkan pesanan, Pengembalian Dananya ke akun kita terlalu lama. Not Recomended buat Bisnis."
negatif,pengembalian dana saya blm masuk sampe saat ini aneh ini aplikasi. seharusnya dikembalikan bukan di tukar pocer pengalmn pertma blnja sangat jelek aplikasi ini tapi.
netral,download cuma mau kasih bintang 1. pembeli dapat barang reject pabrik ga ada solusi malah di aniaya.
netral,luar biasa
netral,great 👍👍👏👏 Thankyou so much 🙏🙏
netral,kenapa kok lelet app blibli? tolong benahi appx masa jaringan wifi 20 mbps masih lelet...??? un instal saja...
negatif,aniaya customer 💔
netral,pasti ori dan dijamin ori hehe
positif,"ini baru nama nya belanja online No.1 BLi BLi semoga BLi BLi semakin terdepan., kalau bisa di banyakin terus promo promo nya., terutama makanan minuman dan tempat rekreasi keluarga yang saya suka."
positif,bagus
positif,aplikasi yang bagus
positif,"E-com terrr trusted pokoknya, keren jga performanya"
netral,mantappp
positif,keren
positif,Top
netral,kenapa tidak bisa top up blipay
positif,ok mantap pak bos
positif,"bagus sih sayangnya belum banyak distributor yang join, jadi harganya kalah sama toko oren"
positif,mantap
netral,barang original
netral,"email dari blibli dapat voucher, jadinya daya download, eh aplikasinya malah gak bisa dipakai. pas dibuka muncul notif aktivitas tidak biasa 🙃🙃"
negatif,apk sangat lelet .untk pengiriman dan tarik tunai👎
positif,bagus
netral,Blibli behind sale belanja produk flash drive thru harga paket promo makanan minuman spesial tekajut lihat temenan sama renjun yuk bisa yuk nggak kamu mau tahu kita malah keliatan makin kesini
positif,good
positif,luar biasa
netral,di blibli benar benar no blabla..
netral,"paling ribet buat belanja ya Blibli ini ,reffund saldo dan upgrade bliblipaynya pun ribet ....skip mending ijo atau Oren"
positif,sangat membantu
positif,daebak!!
positif,terbaik
positif,mantap.asal bukan barang abal abal yg datang.. pesan ini lain yg datang
positif,sangat membantu untuk pesanan tertentu. walaupun ongkirnya mahal.
negatif,"suara notifnya cempreng, kurang kreatif. masi mending punya tokped sama shopee. selera yg pilih sound notif blibli jelek, bikin pengguna risih. jangan pakai alibi ""kalo gk mau berisik matiin notif"". emang karyawan blibli gk kreatif aja. ganti aja sound notifnya, bikin gedeg"
positif,keren simpel
negatif,dana voucher refund tiba tiba hilang sendiri
negatif,"ribettt, semoet ada uang returan 200 ribu-+ pas mau bayar scan malah harus ini itu ini itu dulu ribett, sangat tidak di rekomendasi kan untuk yang mau sesimple main shopee"
positif,mantab
positif,mantab dan cepat
negatif,"wah gila ulasannya pas di awal bintang 5 tapi pas di cek rata"" bintang1 semu ini ulasan terbaru padahal"
positif,suka banget belanja di blibli
netral,fastest!!!! excellent!
negatif,transaksi pulsa sering gagal krn batas maksimum pdhl belum ada transaksi di hari yg sama
netral,meskipun tidak semurah di app lain tapi appkasinyah gak ribet dan bisa kirim kemana ajh
positif,mantap
positif,lancar jayaa
netral,sempurna
negatif,"Dapat blibli point tapi gak bisa dipake buat top up e money, ga ada opsi gunakan point. Apa sih gunanya kalo gitu?"
positif,oke
netral,Blibli is the best
negatif,bingung make nya
positif,mantap
positif,blibli sangat membantu
positif,Marketplace yang bagus barang yang dijual sesuai deskripsi semua dan setahu saya Blibli jgn seleksi ketat untuk seller yg jualan di Blibli jd pembeli aman dpt barangnya sesuai dgn judul dan deskripsinya... mantapppp
negatif,"Dana refound masuknya lama.. sudah satu minggu belum masuk rekening, pakai Payleter malah dana refound jadi voucher belanja itupun masuknya satu minggu.. trus gemana kalo mau belanja lagi.. sedang voucer refound di kasih waktu 1 minggu hangus.. lah kocak, uang kita sendiri bisa hangus ya kocak.. jaminan ori cuma berlaku buat toko yang di kelola blibli ya. pengiriman tergantung jenis expedisi.. tapi retur barang syaratnya ribet dan bikin muak.. terlalu bertele tele.. terlalu menyusahkan konsumen"
netral,"sdh sering komplen masalah keterlambatan pengiriman k cs nya,gk ada solusi d suruh nunggu terussssss,pdhl obat nya keburu d minum,d batalkan pesanan juga gk bisa...hedehhhhh parahhhhh...minimal kl tdk bisa batalkan pesanan jgn mempersulit customer"
negatif,iklan gak jelas
positif,keren bisa buat bayar PBB kota palu
positif,terbaik dan sangat nyaman digunakan
negatif,"gk ada tanggung jawab keamanan terhadap CS, gk usah pake ini apk.."
positif,user friendly
positif,mudah dipahami dan digunakan
positif,ok
netral,"untuk pihak Blibli,saya pertama kali download aplikasi ini, katanya pelanggan baru dapat cashback 99% kenapa saya tidak dapat padahal di notifikasi hp saya ada tapi kenapa tidak dapat cashback 99% nya? jangan tipu²"
negatif,mau buka rekening susah banget
netral,gampang menggunakan Paylater
positif,keren banget
positif,mudah digunakan dan simpel
positif,"Alhamdulillah skrang Blibli makin ksini makin membaik, banyak voucher juga, dan pengiriman juga satset, gak pake lama dan gak pake ribet, sukses terus Blibli kasih yg terbaik buat customernya..🙏"
positif,keren
netral,"download karena tugas sekolah, sekolah ku kerja sama dengan blibli:)"
negatif,"gua mau daftar blibi paylater by indodana gak bisa terus karena kamera blur,sampah"
negatif,Bisa²nya iklan smpe ke hp ku bb memang iklan anjg
negatif,"expedisi nya bes expres kaya ga siap, kurir sudah minta sharelok pas di kasih ga ada kabar malah paket ga di kirim. paket ku 2 Minggu ga sampe dan chat cs pun ga ada kejelasan sampe sekarang,"
positif,aplikasi nya smooth dan tolong merchant nya banyakin soalnya ini satu satunya aplikasi e-commerce yang aku pake gatau knp e-commerce yang lain tu ga smoth di hp aku
positif,mudah & keren
positif,manttaapp
positif,"enak bgt belanja diblibli, packing nya rapi ga pernah kecewa"
positif,puas bangettt
netral,kerena bingitzzz.
negatif,kebanyakan iklan
negatif,"aplikasi nya kurang ini masa paylater saya d tangguhkan gara2 saya ketiduran lupa bayar ,besoknya saya langsung byr dan selanjutnya sampe beres bayar tepat waktu .jadi kecewa sih"
positif,mantap ini aplikasi
positif,mantab
negatif,"mau log in D aplikasi ini susah padah sinyal bagus,"
positif,ok
positif,simpel. user friendly.
negatif,"buruk , pelayanan buruk retur duitnya ga balik lagi ga tau kemana"
positif,baik
positif,mantep
positif,Sdh bagus... pertahankan dan tingkatkan terus.. !
negatif,ituu kalo ada masalah responyaa lama sekali si min
positif,"memudahkan sekali semuanya,belanja dll"
positif,mntap betul
negatif,"admin lambat responnya,sama sekali tidak membantu masalah costumer,cuma kebanyakan puisi aja adminnya"
positif,mantap
negatif,"Oeder barang dicancel. Sama seller juga uda dicancel langsung. Tapi sama blibli dana refund ditahan2 sampe 3 hari ga balik2 juga. Parahhh su barang ga dapet, duit ga balik. Ga tau nunggu berapa lama lagi. Duit puluhan ribu doank aja susah banget minta balikin. Ga lagi2 dah."
positif,awesome
positif,"Bli Bli tambah keren, mulai menyukai lagi"
positif,aplikasi yang harus selalu ada tiap saya ganti hp. terimakasih blibli.
positif,bagus
positif,Banyak promo digitalnya
negatif,GAK ADA PROMO SAMA SEKALI DAN ONGKIRNYA MAHALLLLLL BANGETTTTTTTT
positif,produk yg dijual berkualitas Dan pengirimannya cepat
positif,mantap betul
negatif,sekarang pengiriman lamban!!! payah!!! mau cancel ga bisa!!! payah!!!
positif,"lebih keren, mudah di pahami"
positif,okey
negatif,kelengkapan barang yg dijual di apk ini tdk selengkap di shopee&tokped. dan penggunaan poin cashback tdk bisa sepenuhnya digunakan seperti shopee.
positif,cpt..tdk ribet..
positif,mantaaaap
netral,mantul aplikasinya
netral,mantaps terpercaya
positif,mantap
positif,mantapppo
positif,"spin the wheel nya bagus ya keren change yang poin 50 = 60% , poin 75 = 35% , poin 100 = 15% dan poin 200 = 5% sisa hadiah utama seperti emas 2 gram = 0% dan hadiah yang lainnya"
positif,Dikala semakin hancurnya si Ijo dan boycot oren. Blibli menjadi marketplace terbaik yang pernah saya gunakan
netral,Goodjob 👍
positif,"puas pisan belanja di sini mah pokona rekomendasi buat yang mau belanja online mending di sini aja, aplikasi belajar online terpercaya no ribet no tipu tipu.. terimakasih"
netral,ngelag. dibuka ga respon. males bgt
positif,satset.. sukses selalu
negatif,Barang rusak di jual. giliran di retur sangat sulit prosesnya. dan memakan waktu lama.
positif,aman
positif,cepat dan mudah
negatif,"barang hilang status pesanan terkirim, hubungi cs susah minta ampun, kacau sistemnya blibli"
negatif,"pihak aplikasi kurang ketat, banyak penjual culas dan gak bisa batalin pembelian."
negatif,PENGIRIMAN LAMA CS LELET TIDAK ADA SOLUSI
negatif,"pengembalian dananya susah, pesanan udah diretur udh dikirim balik barannya tp ditolak tp jd zonk barang ga dapet duit pun ilang"
positif,Terbaikkkkk
negatif,suara notifikasi nya ganggu bgt
negatif,ga bisa didownload di hp oppo A71
positif,mantap
positif,mantap
positif,Banyak voucher diskon dan seller variatif
negatif,"tolong dong kurir nya di tegasin lagi, jgn males buat menghubungi cust.. masa alamat saya sudah lengkap, masih di bilang alamat ga lengkap, kadang org nya tidak di rumah (pdhal ada). no. wa pun aktip terus tapi ga ada menghubungi, sampe akhirnya paketnya gagal dikirim.. sudah brp kli terjadi.. sangat meresahkan. !! tolong ya Blibi di kasih sanksi saja kurir yg malesan gitu !!"
negatif,"Ecom terlemot asliii. Seller uda cancel di sistem bliblinya ga dicancel2. Proses refund juga lama..Masa orderan yg sama direfundnya dicicil ga barengan. Di ecom laen klo seller uda cancel dana otomatis balik ke akun. Lah ini blibli aneh banget nahan2 duit orang. Mikir2 lg lah mau order disini lagi klo kaya gini mah. Klo duit mepet belanja disini uda susah ini mah. Barang ga dapet, duit lama balik. Reund tuh harusnya cepet, karena uangnya mau buat beli lg barangngya. Jangan nahanw yg bukan haknya"
positif,"aplikasi terbaik, saya sangat suka berbelanja disini terutama beli barang elektronik 👍👍👍👍👍. minn mau kasih info aku dapat hadiah undian voucher jam garmin 5jt😄. Terimakasih banyakkkkk 🙏🙏🙏"
negatif,belanja soklin 5 dus aturan pake. gocar grabcar bisa sekarang ga bisa kena ongkirnya 160.000padahal deket dikrim pake delivreee
negatif,"selama beli oli di Blibli dari dulu ngga pernah bermasalah sudah ada 3kali beli oli dikirim oli yg deskripsi berikut kartu ganti oli, yg 2kali ngga tanya cust. service tapi yg ke3 kali tanya dulu dan pihak Blibli menyatakan dapet kartu ganti oli, dan kirim tapi tidak ada kartu ganti oli, perusahaan besar kartu ganti oli doang bohong, kartu ganti oli ngga ada berarti oli palsu"
negatif,"Pengiriman sekarang lama, kurirnya malas maunya kirim ke alamat rumah yang akses jalan lebar, gak mau daerah kampung. Beli dalam skala besar pakai kargo lama minta ampun"
negatif,apk nyusahin... sering bngt transaksi gagal.. topup dll. sangat tidam recomended
negatif,"perlu belajar tanggung jawab etika dan moral, customer prioritas nomber one."
negatif,"apk apa ini woy, pesanan 2 hari proses tiba""di cancel kalo niat bikin event yang serius Napa..."
negatif,"Poin Blibli itu gak berguna sama sekali . Baru juga poin terkumpul, sebulan kemudian kadaluarsa. Mending hapus aja itu poin. Aplikasinya pun lelet banget."
positif,mantulll
negatif,tidak ada tanggung jawab
positif,mudah dan harganya itu lho
negatif,"Tampilan terlalu ramai, sulit menentukan prioritas informasi yg mau di-Digest."
positif,semoga sukses selalu 👍
negatif,gagal akses mulu knp sih
positif,"Baru coba lagi setelah sekian lama, ingin mencoba lagi karena sedang banyak promo.. 👍👍"
positif,sangat membantu
positif,mantap poll
netral,"belum punya pengalaman menarik dalam hal berjualan online ,mohon bimbingannya"
positif,ok
positif,mantap
netral,mantul
negatif,baru pertama nyobain belanja lewat Blibli tp bukannya dapet kesan pertama yg bagus tp malah kecewa. Proses pengiriman terlalu lama melebihi estimasi yang ditentukan . kecewa sih apalagi barangnya lumayan ditunggu-tunggu
netral,"semoga selalu menampilkan produk2 original, sehingga konsumen tidak terjebak kebeli produk2 non original"
positif,baik sekaliii
positif,Blibli mantap sering dpt harga murah dr aplikasi lain
positif,"suka bgt sama promo pelanggan barunya,, dibelanjain 100% Terimakasih blibli"
positif,pertama kali belanja online di blibi keren guys ada banyak promonya untuk yang belum tau sgrra mendaftar terimakasih.
positif,suka aplikasi cepat
positif,baik
positif,mantap blibli
positif,ok baik
positif,Belanja tanpa blabla ya di Blibli.
positif,ada voucher dan saya berterima kasih atas vc yg di berikan untuk pelanggan baru
negatif,mahallll
positif,nice
positif,mantap
positif,mantap begitu bayar langsung muncul konfirmasi pembayaran telah diterima blibli.
negatif,"Uang refund aku udah 3 hari lebih belum dikembalikan, padahal kalo aplikasi oren atau hijau, proses refund uang cepet bgt, ini katanya harus nunggu 3 hari kerja, lah ini udah lebih, kocak"
positif,"suka dapet diskon mayan bgt ,makasih blibli sering2 ya. moga sukses"
positif,aplikasi yg bagus dan sangat menunjang untuk kebutuhan sehari hari
positif,sangat memuaskan banyak diskon nya sangat di gebyar sekali endul terkendul kendul pokonya Blibli josss ahhhh
positif,mantap banyak promo menarik
positif,lumayan dapat gratis
positif,gilsss promoonya mantap
negatif,"ga sesuai iklan yg pengajuan cepat limit besar, saya di tolak ngajuin paylater disini tolong jaga data saya!!!!"
netral,terimakasih diskon nya
positif,sangat puas
negatif,ngadain promo ultah d jam 19.00 tapi voucher 20% gaib bgt. dan ga pernah dapet
negatif,notifikasi promo sangat mengganggu dan tidak bisa langsung dihapus tanpa meng-klik iklan
positif,cukup baik
positif,mantul = mantap btuul
negatif,"lambat penaganan jelek paling parah ni shop mana refund uang lama gila, cs nya pake antrean ngartis bet ni apk mana ribet bnget"
positif,ITS the best 👍🤲👍🤲
positif,proses mudah dan cepat
positif,sangat memuaskan
netral,"banyak promo menarik, barang oriii"
positif,mudah di operasikan
negatif,"payah paylaternya sudah mengenakan denda pd saya, padahal belum lewat dari jatuh tempo. awal juli, sue."
positif,mantaf👍👍👍🔥🔥
positif,"ok,banget"
positif,lumayan lebih murah
netral,bru coba
positif,Pengen belanja disini karena lebih murah dari tetangga tapi produknya kurang lengkap
positif,memang terbaik👍👍👍👍👍
positif,sayaaaa seneng bingittt belanja diblibli..teruain ya bbyakin promo2 diskonnya
positif,bagus bisa membantu kebutuhan
positif,mantap
negatif,pesen dah 5 hari mlh duitnya di balikin unistal aja
negatif,"saya order barang helm, saya tidak ada cancel order, saya cek status orderan kok cancel, saya minta refund ke blibli, sudah 2 hari saya minta refund 1 Hari ada 4 x saya chat bliblicare, hasil nya gk ada, uang saya lenyap begitu aja, barang saya gk ada Terima, uang hilang, jgn belanja di blibli, penipu rata 2 toko nya."
positif,baik
positif,service nya bagus app mudah di gunakan
negatif,"aku mau beli kebaya disini apk blibli aja susah banget, msk gak bisa di byr, sdgkn kebayanya cuma bisa di order lwat sini lagi kesal sekali apk apa ini"
positif,keren
negatif,iklane Blibli ganggu mending nek gawe iklan video AE dari pada cuman gambar tanda silange nek pojok sisian rak ISO dipincet
positif,"produk asli, pengiriman cepat ✌️"
positif,bagus lengkap
positif,nice app
positif,gampang dan praktis
positif,belinya aman dan nyaman
positif,"BLIBLI emang punya ekspidisi sendiri , karna saya mantan kurir blibli"
positif,Barang selalu ori dan murah
positif,mantapp!!!
positif,mantap deh promonya
negatif,anj notifnya ngagetin banget auto uninstal bikin malu cuk
positif,mantappp
negatif,"Aplikasi sudah terkenal dan sudah lama pesan barang toko belum proses resi belum muncul tidak bisa batalkan muncul notifikasi gangguan cobalagi dicoba berulang² kali jeda beberapa menit beberapa jam tetap tidak bisa, chat cs pembayaran Qris tidak bisa dibatalkan, Kaya pemula banget batalkan doang apa susahnya jika tidak bisa mngembalikan saldo Qris bisa masukan kesaldo blipay, aplikasi lain bisa batalkan pesanan jika belum muncul resi bahkan sudah muncul resi bisa dibatalkan juga"
negatif,"parah semua promo dan vocher selalu di cancle, pake vocher BCA dicancle, vocher referal cancle vocher toko cancle paraaaahhh"
negatif,sistem nya aneh setiap mau batalkan pesanan sistem eror mulu
negatif,"Ribet banget kalau mau tanya produk dibliblu,, bertele tele,,, trus yg jawab bukan brand langsung tapi cs blibli,, jadi a u a u jawabnya,, capek ngetiknya,,ribet daah"
positif,banyak promo gais
positif,mudah dan bagus productnya
positif,"harusnya bintang 5,tp sekarang pengiriman lama,g Kya dlu cepet .bahkan sdh d gudang..tdk d antar2 🥺, tolong pengiriman lebih baik lagi🙏"
positif,"proses sangat mudah dan cepat, tidak ribet, mudah dan lengkap, memudahkan kalau sdh lansia dan gaptek seperti saya 😆"
negatif,"biaya admin/komisi sangat tidak masak akal masak pesanan produk 79rb potongan nya sampai 8,327 rupiah.sangat tidak rekomen"
positif,Mantap Blibli
positif,puas
positif,barang original dan sangat membantu
netral,free download blibli: shopping
negatif,Tukar tambah area semarang tidak bisa
positif,"mudah digunakan, dan gampang prosesnya"
negatif,lihat influencer yg memviralkan customer dipukul oleh pihak store dan Blibli tidak ada sedikitpun membantu customer itu....
negatif,"Bali barang pake pay later pas di cancel ga balik lagi limitnya bilangnya udah balik pas di cek gaada, di suruh tunggu 10 hari sm adminnya tapi ttp ga balik"
negatif,"Sudah loginnya dipersulit, dari apk dialihkan ke web. pembayarannya juga ribet, pake ewallet akunnya harus sama dgn nmr yang pas daftar akun bb."
negatif,super jelek
positif,mantul
negatif,"ongkir terlalu mahal padahal pengiriman dekat,gk bisa ambil ditempat"
negatif,saya menyesal belanja lewat blibli.. paket nyasar dan blibli care tidak solutif serta menyalahkan pembeli
positif,gooodddd
positif,mantap ngak ribet saya suka sekali siip semoga lancar
